Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Kia,2020.0,Stinger,Sedan,USED,Automatic,3.3,Rear,Unleaded,10.2,19372.0,NSW,6,Sedan,4,5,55888.0
Toyota,2015.0,RAV4,SUV,USED,Automatic,2.5,AWD,Unleaded,8.5,155198.0,NSW,4,SUV,4,5,24950.0
Honda,2012.0,Jazz,Hatchback,USED,Automatic,1.3,Front,Unleaded,6.6,111323.0,NSW,4,Hatchback,5,5,12800.0
BMW,2017.0,430I,Hatchback,USED,Automatic,2.0,Rear,Premium,5.8,79882.0,NSW,4,Hatchback,5,5,41280.0
Volkswagen,2008.0,Golf,Hatchback,USED,Manual,2.0,Front,Premium,8.1,155839.0,NSW,4,Hatchback,5,5,13990.0
Subaru,2018.0,Outback,SUV,USED,Automatic,2.5,AWD,Unleaded,7.3,66805.0,NSW,4,SUV,4,5,33898.0
Ford,2011.0,Territory,SUV,USED,Automatic,2.7,Rear,Diesel,8.2,227646.0,NSW,6,SUV,4,5,8913.0
Kia,2013.0,RIO,Hatchback,USED,Automatic,1.4,Front,Unleaded,6.3,88465.0,NSW,4,Hatchback,5,5,14888.0
Holden,2013.0,Commodore,Sedan,USED,Automatic,3.6,Rear,Unleaded,9.5,237426.0,NSW,6,Sedan,4,5,15995.0
Toyota,2017.0,Corolla,Hatchback,USED,Automatic,1.8,Front,Unleaded,6.1,130970.0,NSW,4,Hatchback,5,5,23990.0
Honda,2016.0,Civic,Sedan,USED,Automatic,1.5,Front,Unleaded,6.0,35612.0,NSW,4,Sedan,4,5,24888.0
Audi,2013.0,A3,Hatchback,USED,Automatic,1.8,Front,Premium,6.7,148265.0,NSW,4,Hatchback,5,5,13999.0
Hyundai,2018.0,I30,Hatchback,USED,Automatic,1.6,Front,Unleaded,7.1,83494.0,NSW,4,Hatchback,4,5,27950.0
Mazda,2012.0,2,Hatchback,USED,Automatic,1.5,Front,Unleaded,6.8,85492.0,NSW,4,Hatchback,5,5,13990.0
Volkswagen,2013.0,Tiguan,SUV,USED,Automatic,2.0,AWD,Premium,8.8,126408.0,NSW,4,SUV,4,5,19999.0
Renault,2017.0,Trafic,Commercial,USED,Manual,1.6,Front,Diesel,6.2,173156.0,NSW,4,Commercial,4,3,22950.0
Peugeot,2013.0,208,Hatchback,USED,Manual,1.6,Front,Premium,5.9,78783.0,NSW,4,Hatchback,3,5,14990.0
Land,2020.0,Rover,SUV,USED,Automatic,2.0,AWD,Premium,8.1,26227.0,NSW,4,SUV,4,5,69800.0
Honda,2017.0,HR-V,SUV,USED,Automatic,1.8,Front,Unleaded,6.6,101821.0,NSW,4,SUV,4,5,20995.0
Mitsubishi,2014.0,Triton,Ute / Tray,USED,Manual,2.5,4WD,Diesel,8.1,221872.0,NSW,4,Ute / Tray,4,5,14413.0
Nissan,2015.0,Pulsar,Sedan,USED,Automatic,1.8,Front,Unleaded,6.7,90691.0,NSW,4,Sedan,4,5,14776.0
Mazda,2018.0,6,Sedan,USED,Automatic,2.5,Front,Unleaded,7.0,24305.0,NSW,4,Sedan,4,5,29990.0
Audi,2007.0,A4,Sedan,USED,Automatic,2.0,Front,Premium,8.3,168901.0,NSW,4,Sedan,4,5,7950.0
Honda,2005.0,Accord,Sedan,USED,Automatic,2.4,Front,Unleaded,9.3,167562.0,NSW,4,Sedan,4,5,7949.0
Audi,2016.0,SQ5,SUV,USED,Automatic,3.0,AWD,Diesel,6.8,152995.0,NSW,6,SUV,5,5,29999.0
Toyota,2007.0,Corolla,Sedan,USED,Automatic,1.8,Front,Unleaded,7.4,236946.0,NSW,4,Sedan,4,5,8880.0
Holden,2011.0,Commodore,Wagon,USED,Automatic,3.6,Rear,Unleaded,9.8,183580.0,NSW,6,Wagon,4,5,12990.0
Mercedes-Benz,2005.0,CLK-Class,Mr Car,USED,Automatic,2.0,Other,Unleaded,7.4,180499.0,NSW,4,Coupe,4,5,9999.0
Nissan,2015.0,X-Trail,SUV,USED,Automatic,1.6,Front,Diesel,5.3,124882.0,NSW,4,SUV,4,5,19888.0
Mazda,2005.0,6,Sedan,USED,Automatic,2.3,Front,Premium,8.9,247519.0,NSW,4,Sedan,4,5,5950.0
Audi,2021.0,Q3,SUV,USED,Automatic,1.4,Front,Premium,7.2,9819.0,NSW,4,SUV,4,5,51990.0
Lexus,2004.0,IS300,Sedan,USED,Automatic,3.0,Rear,Unleaded,10.5,124230.0,NSW,6,Sedan,4,5,16000.0
Mitsubishi,2020.0,Triton,Ute / Tray,USED,Automatic,2.4,Rear,Diesel,8.3,43839.0,NSW,4,Ute / Tray,2,2,33990.0
Hyundai,2012.0,I30,Hatchback,USED,Automatic,1.8,Front,Unleaded,6.9,106286.0,NSW,4,Hatchback,5,5,16990.0
Toyota,2018.0,Kluger,SUV,USED,Automatic,3.5,Front,Unleaded,9.1,128601.0,NSW,6,SUV,4,7,36888.0
Subaru,2011.0,Outback,SUV,USED,Automatic,3.6,AWD,Premium,10.3,91016.0,NSW,6,SUV,4,5,16999.0
Jaguar,2014.0,XF,Sedan,USED,Automatic,2.2,Rear,Diesel,5.2,38821.0,NSW,4,Sedan,4,5,29800.0
Nissan,2015.0,X-Trail,SUV,USED,Automatic,2.5,Front,Unleaded,7.9,94239.0,NSW,4,SUV,4,7,22990.0
Ford,2013.0,Ranger,Ute / Tray,USED,Manual,3.2,4WD,Diesel,9.4,167122.0,NSW,5,Ute / Tray,4,5,23913.0
Honda,2004.0,Accord,Sedan,USED,Automatic,2.4,Front,Premium,9.4,207966.0,NSW,4,Sedan,4,5,8990.0
Ford,2017.0,Ranger,Ute / Tray,USED,Manual,3.2,4WD,Diesel,8.3,108767.0,NSW,5,Ute / Tray,2,2,29999.0
Volkswagen,2015.0,Polo,Hatchback,USED,Automatic,1.2,Front,Premium,4.8,39578.0,NSW,4,Hatchback,5,5,16420.0
Mazda,2015.0,2,Hatchback,USED,Automatic,1.5,Front,Unleaded,4.9,105633.0,NSW,4,Hatchback,5,5,16990.0
Hyundai,2015.0,Veloster,Hatchback,USED,Automatic,1.6,Front,Unleaded,6.4,138263.0,NSW,4,Hatchback,3,4,21995.0
Toyota,2006.0,Corolla,Hatchback,USED,Automatic,1.8,Front,Unleaded,7.4,238016.0,NSW,4,Hatchback,5,5,5999.0
Mercedes-Benz,2013.0,B-Class,Automobile Gallery,USED,Automatic,2.0,Rear,Unleaded,7.4,44441.0,NSW,4,Hatchback,4,5,18990.0
Audi,2014.0,Q3,SUV,USED,Automatic,2.0,AWD,Diesel,5.9,73021.0,NSW,4,SUV,4,5,27995.0
Holden,2010.0,Cruze,Sedan,USED,Automatic,2.0,Front,Diesel,6.9,106831.0,NSW,4,Sedan,4,5,8995.0
Hyundai,2012.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.6,209552.0,NSW,4,Hatchback,5,5,7995.0
Mitsubishi,2021.0,Outlander,SUV,USED,Automatic,2.4,AWD,Unleaded,7.2,51311.0,NSW,4,SUV,4,5,30888.0
Jeep,2014.0,Grand,SUV,USED,Automatic,3.0,4WD,Diesel,7.5,137763.0,NSW,6,SUV,4,5,24990.0
Honda,2022.0,CR-V,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,21532.0,NSW,4,SUV,4,5,39990.0
Land,2015.0,Rover,SUV,USED,Automatic,3.0,4WD,Diesel,8.8,139968.0,NSW,6,SUV,4,7,54990.0
MG,2022.0,ZS,Alto Blacktown MG,DEMO,Automatic,1.5,Front,Unleaded,7.1,15.0,NSW,4,SUV,4,5,23690.0
Mitsubishi,2015.0,Triton,Ute / Tray,USED,Manual,2.4,4WD,Diesel,7.2,154276.0,NSW,4,Ute / Tray,4,5,28990.0
Kia,2013.0,RIO,Hatchback,USED,Manual,1.4,Front,Unleaded,5.7,131990.0,NSW,4,Hatchback,5,5,11490.0
Toyota,2019.0,Corolla,Hatchback,USED,Automatic,2.0,Front,Unleaded,6.0,173605.0,NSW,4,Hatchback,5,5,18995.0
Toyota,2017.0,HiAce,Commercial,USED,Automatic,3.0,Rear,Diesel,8.7,160331.0,NSW,4,Commercial,4,2,34995.0
Holden,2010.0,Commodore,Wagon,USED,Automatic,3.0,Rear,Unleaded,9.3,203500.0,NSW,6,Wagon,4,5,7995.0
Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,37726.0,NSW,4,Ute / Tray,4,5,49913.0
Mazda,2018.0,3,Hatchback,USED,Automatic,2.5,Front,Unleaded,6.1,50304.0,NSW,4,Hatchback,5,5,23400.0
BMW,2018.0,M140I,Hatchback,USED,Automatic,3.0,Rear,Premium,7.1,59223.0,NSW,6,Hatchback,5,5,44990.0
Hyundai,2013.0,Accent,Sedan,USED,Automatic,1.6,Front,Unleaded,6.4,103629.0,NSW,4,Sedan,4,5,12995.0
Jeep,2015.0,Grand,SUV,USED,Automatic,3.0,4WD,Diesel,7.5,92805.0,NSW,6,SUV,4,5,23913.0
Mercedes-Benz,2005.0,C200,Sedan,USED,Automatic,1.8,Rear,Unleaded,9.5,98800.0,NSW,4,Sedan,4,5,9888.0
Holden,2009.0,Commodore,Wagon,USED,Automatic,3.6,Rear,Unleaded,11.0,127994.0,NSW,6,Wagon,4,5,13990.0
Subaru,2015.0,Impreza,Hatchback,USED,Automatic,2.0,AWD,Unleaded,6.8,171352.0,NSW,4,Hatchback,5,5,15999.0
Mazda,2015.0,BT-50,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,9.2,31931.0,NSW,5,Ute / Tray,4,5,38800.0
Suzuki,2011.0,Swift,Hatchback,USED,Automatic,1.4,Front,Unleaded,6.2,158817.0,NSW,4,Hatchback,5,5,11800.0
Volkswagen,2016.0,Golf,Hatchback,USED,Manual,1.4,Front,Premium,5.7,89757.0,NSW,4,Hatchback,5,5,16990.0
Mercedes-Benz,2011.0,E250,Sedan,USED,Automatic,1.8,Rear,Premium,7.6,120209.0,NSW,4,Sedan,4,5,18990.0
Holden,2011.0,Commodore,Wagon,USED,Automatic,3.0,Rear,Unleaded,8.9,174239.0,NSW,6,Wagon,4,5,13800.0
Toyota,2004.0,Camry,Sedan,USED,Automatic,2.4,Front,Unleaded,9.5,95362.0,NSW,4,Sedan,4,5,12995.0
Toyota,2018.0,C-HR,SUV,USED,Automatic,1.2,AWD,Premium,5.6,67615.0,NSW,4,SUV,4,5,32980.0
Peugeot,2017.0,308,Hatchback,USED,Automatic,1.2,Front,Premium,5.1,41522.0,NSW,3,Hatchback,5,5,18777.0
Audi,2018.0,Q2,SUV,USED,Automatic,1.4,Front,Premium,5.3,38238.0,NSW,4,SUV,4,5,35800.0
Kia,2018.0,Sorento,SUV,USED,Automatic,2.2,AWD,Diesel,7.2,157465.0,NSW,4,SUV,4,7,28950.0
BMW,2017.0,218I,Hatchback,USED,Automatic,1.5,Front,Premium,5.2,44286.0,NSW,3,Hatchback,4,5,26800.0
Hyundai,2017.0,Tucson,SUV,USED,Automatic,2.0,AWD,Diesel,6.8,116134.0,NSW,4,SUV,4,5,28880.0
Nissan,2007.0,Patrol,SUV,USED,Manual,3.0,4WD,Diesel,10.8,165374.0,NSW,4,SUV,4,7,32950.0
Hyundai,2020.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,40178.0,NSW,4,Hatchback,4,5,26300.0
Honda,2010.0,Accord,Sedan,USED,Automatic,2.4,Front,Premium,8.9,191701.0,NSW,4,Sedan,4,5,10499.0
Mitsubishi,2019.0,ASX,SUV,USED,Automatic,2.0,Front,Unleaded,7.6,43534.0,NSW,4,SUV,4,5,25990.0
Nissan,2015.0,Qashqai,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,77936.0,NSW,4,SUV,4,5,23990.0
Volkswagen,2015.0,Passat,Wagon,USED,Automatic,1.8,Front,Premium,6.0,49801.0,NSW,4,Wagon,4,5,26990.0
Subaru,2013.0,Forester,SUV,USED,Automatic,2.5,AWD,Unleaded,8.1,121608.0,NSW,4,SUV,4,5,16950.0
Renault,2014.0,Megane,Wagon,USED,Automatic,1.2,Front,Premium,5.6,112133.0,NSW,4,Wagon,4,5,13999.0
Renault,2018.0,Trafic,Commercial,USED,Manual,1.6,Front,Diesel,6.2,153438.0,NSW,4,Commercial,4,3,31950.0
Toyota,2013.0,Hilux,Ute / Tray,USED,Manual,2.7,Rear,Unleaded,11.0,215189.0,NSW,4,Ute / Tray,2,3,13995.0
Holden,2016.0,Cruze,Sedan,USED,Manual,1.6,Front,Unleaded,7.4,139558.0,NSW,4,Sedan,4,5,12990.0
Hyundai,2010.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.6,186939.0,NSW,4,Hatchback,5,5,10995.0
Kia,2015.0,Cerato,Hatchback,USED,Automatic,1.8,Front,Unleaded,7.1,103354.0,NSW,4,Hatchback,5,5,15888.0
Toyota,2012.0,Tarago,Wagon,USED,Automatic,2.4,Front,Unleaded,8.9,115000.0,NSW,4,Wagon,4,8,22999.0
Toyota,2017.0,Camry,Sedan,USED,Automatic,2.5,Front,Unleaded,7.9,97480.0,NSW,4,Sedan,4,5,23999.0
Toyota,2018.0,Corolla,Hatchback,USED,Automatic,2.0,Front,Unleaded,6.0,82020.0,NSW,4,Hatchback,5,5,29888.0
Honda,2020.0,HR-V,SUV,USED,Automatic,1.8,Front,Unleaded,6.7,29007.0,NSW,4,SUV,4,5,34990.0
Kia,2017.0,Sportage,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,115759.0,NSW,4,SUV,4,5,24990.0
Volkswagen,2015.0,Golf,Redline Motor Group PTY LTD,USED,Automatic,2.0,Front,Diesel,7.4,168624.0,NSW,4,Hatchback,4,5,16800.0
Land,2004.0,Rover,Auto Outlet Direct,USED,Automatic,2.0,Other,Diesel,7.4,236221.0,NSW,4,Wagon,4,5,9999.0
Toyota,2006.0,Camry,Sedan,USED,Automatic,2.4,Front,Unleaded,9.9,260901.0,NSW,4,Sedan,4,5,6990.0
Hyundai,2018.0,Iload,Commercial,USED,Automatic,2.5,Rear,Diesel,8.8,57505.0,NSW,4,Commercial,4,3,35995.0
Subaru,2009.0,Impreza,Sedan,USED,Manual,2.5,AWD,Premium,10.7,153891.0,NSW,4,Sedan,4,5,16420.0
BMW,2013.0,320D,Coupe,USED,Automatic,2.0,Rear,Diesel,5.3,170658.0,NSW,4,Coupe,2,4,17890.0
Toyota,2015.0,RAV4,SUV,USED,Automatic,2.0,Front,Unleaded,7.4,119342.0,NSW,4,SUV,4,5,21888.0
Volkswagen,2016.0,Amarok,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,7.8,132194.0,NSW,6,Ute / Tray,4,5,41950.0
Holden,2017.0,Astra,Hatchback,USED,Automatic,1.6,Front,Premium,6.3,128928.0,NSW,4,Hatchback,5,5,15984.0
Toyota,2010.0,Kluger,SUV,USED,Automatic,3.5,4WD,Unleaded,11.0,269287.0,NSW,6,SUV,4,7,13995.0
Toyota,2019.0,Corolla,Hatchback,USED,Automatic,1.8,Front,Hybrid,4.2,60906.0,NSW,4,Hatchback,5,5,35990.0
Nissan,2015.0,X-Trail,SUV,USED,Automatic,2.5,Front,Unleaded,7.9,188702.0,NSW,4,SUV,4,5,14900.0
BMW,2017.0,X1,SUV,USED,Automatic,2.0,Front,Diesel,4.7,41275.0,NSW,4,SUV,4,5,34880.0
Mazda,2008.0,6,Wagon,USED,Automatic,2.5,Front,Premium,8.9,196135.0,NSW,4,Wagon,4,5,8950.0
Ford,2017.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,8.8,196114.0,NSW,5,Ute / Tray,4,5,36990.0
Hyundai,2009.0,Imax,Wagon,USED,Automatic,2.4,Rear,Premium,10.6,152352.0,NSW,4,Wagon,4,8,19990.0
Toyota,2013.0,RAV4,SUV,USED,Automatic,2.2,AWD,Diesel,6.5,165245.0,NSW,4,SUV,4,5,16995.0
Toyota,2012.0,Kluger,SUV,USED,Automatic,3.5,4WD,Unleaded,11.0,101222.0,NSW,6,SUV,4,7,23990.0
Holden,2018.0,Colorado,Ute / Tray,USED,Automatic,2.8,Rear,Diesel,8.8,164863.0,NSW,4,Ute / Tray,4,5,23888.0
Toyota,2016.0,Corolla,Hatchback,USED,Automatic,1.8,Front,Unleaded,6.1,74113.0,NSW,4,Hatchback,5,5,24950.0
Mercedes-Benz,2009.0,C200,Sedan,USED,Automatic,1.8,Rear,Premium,8.2,73989.0,NSW,4,Sedan,4,5,13913.0
Skoda,2010.0,Octavia,Wagon,USED,Automatic,2.0,Front,Diesel,5.5,81608.0,NSW,4,Wagon,4,5,11880.0
Holden,2014.0,Colorado,Global car connect,USED,Automatic,2.0,Other,Unleaded,7.4,166136.0,NSW,4,Wagon,4,5,23995.0
Lexus,2019.0,UX200,SUV,USED,Automatic,2.0,Front,Unleaded,5.8,5159.0,NSW,4,SUV,4,5,43990.0
Hyundai,2009.0,Imax,Wagon,USED,Automatic,2.4,Rear,Premium,10.6,240239.0,NSW,4,Wagon,4,8,15990.0
Hyundai,2019.0,Tucson,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,104066.0,NSW,4,SUV,4,5,26990.0
Kia,2020.0,RIO,Hatchback,USED,Automatic,1.4,Front,Unleaded,6.0,67712.0,NSW,4,Hatchback,5,5,21800.0
Skoda,2019.0,Rapid,Wagon,USED,Automatic,1.4,Front,Premium,6.0,19768.0,NSW,4,Wagon,4,5,23990.0
Nissan,2018.0,Navara,Ute / Tray,USED,Manual,2.3,4WD,Diesel,6.5,62782.0,NSW,4,Ute / Tray,4,5,41990.0
Ford,2016.0,Transit,WHOLESALE MOTOR GROUP,USED,Manual,2.0,Rear,Diesel,7.4,183441.0,NSW,4,Commercial,4,5,34990.0
Toyota,2017.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,162384.0,NSW,4,Ute / Tray,4,5,37888.0
Jaguar,2011.0,XF,Sedan,USED,Automatic,3.0,Rear,Diesel,6.8,133360.0,NSW,6,Sedan,4,5,23950.0
Mitsubishi,2017.0,ASX,SUV,USED,Automatic,2.0,Front,Unleaded,7.4,89044.0,NSW,4,SUV,4,5,20995.0
Kia,2021.0,Picanto,Hatchback,USED,Automatic,1.2,Front,Unleaded,5.8,4758.0,NSW,4,Hatchback,5,5,20444.0
Toyota,2015.0,RAV4,SUV,USED,Automatic,2.0,Front,Unleaded,7.4,130569.0,NSW,4,SUV,4,5,23400.0
Honda,2017.0,Civic,Hatchback,USED,Manual,2.0,Front,Premium,8.8,88363.0,NSW,4,Hatchback,5,4,49880.0
Toyota,2007.0,RAV4,SUV,USED,Manual,2.4,4WD,Unleaded,9.6,192415.0,NSW,4,SUV,4,5,10999.0
Isuzu,2013.0,D-MAX,Ute / Tray,USED,Manual,3.0,Rear,Diesel,8.0,223907.0,NSW,4,Ute / Tray,2,2,14913.0
Ford,2012.0,Territory,SUV,USED,Automatic,2.7,AWD,Diesel,9.0,157563.0,NSW,6,SUV,4,7,16999.0
Mazda,2016.0,3,Sedan,USED,Manual,2.0,Front,Unleaded,5.8,209628.0,NSW,4,Sedan,4,5,13995.0
Kia,2011.0,Cerato,Coupe,USED,Automatic,2.0,Front,Unleaded,7.8,97125.0,NSW,4,Coupe,2,5,11990.0
Mazda,2019.0,3,Hatchback,USED,Manual,2.0,Front,Unleaded,6.2,55677.0,NSW,4,Hatchback,5,5,24888.0
Toyota,2009.0,Camry,Sedan,USED,Automatic,2.4,Front,Unleaded,8.8,134916.0,NSW,4,Sedan,4,5,9990.0
Ford,2016.0,Focus,Hatchback,USED,Manual,2.0,Front,Premium,7.3,117686.0,NSW,4,Hatchback,5,5,26888.0
Holden,2015.0,Trax,SUV,USED,Automatic,1.4,Front,Unleaded,6.9,146059.0,NSW,4,SUV,4,5,11995.0
Nissan,2018.0,X-Trail,SUV,USED,Automatic,2.5,Front,Unleaded,8.1,98754.0,NSW,4,SUV,4,7,24888.0
Holden,2014.0,Commodore,Sedan,USED,Automatic,3.6,Rear,Unleaded,9.5,207234.0,NSW,6,Sedan,4,5,19995.0
Fiat,2015.0,500,Hatchback,USED,Manual,1.2,Front,Premium,5.1,79452.0,NSW,4,Hatchback,3,4,9800.0
Mazda,2012.0,2,Hatchback,USED,Automatic,1.5,Front,Unleaded,6.8,139976.0,NSW,4,Hatchback,5,5,12990.0
Volkswagen,2015.0,Golf,Hatchback,USED,Automatic,2.0,Front,Premium,6.6,98900.0,NSW,4,Hatchback,5,5,26888.0
Mercedes-Benz,2016.0,GLA250,SUV,USED,Automatic,2.0,AWD,Premium,7.0,99459.0,NSW,4,SUV,4,5,34950.0
Haval,2020.0,H9,SUV,USED,Automatic,2.0,4WD,Premium,10.9,34291.0,NSW,4,SUV,4,7,37990.0
Mazda,2017.0,CX-5,SUV,USED,Automatic,2.5,AWD,Unleaded,7.5,37811.0,NSW,4,SUV,4,5,39990.0
Holden,2012.0,Commodore,Sedan,USED,Automatic,3.0,Rear,Unleaded,8.9,181747.0,NSW,6,Sedan,4,5,11800.0
Audi,2014.0,Q5,Mr Car,USED,Automatic,2.0,Other,Unleaded,7.4,171806.0,NSW,4,Wagon,4,5,19999.0
Ford,2020.0,Ranger,Ute / Tray,USED,Automatic,2.2,4WD,Diesel,8.0,79801.0,NSW,4,Ute / Tray,4,5,46990.0
Hyundai,2017.0,Iload,Commercial,USED,Automatic,2.5,Rear,Diesel,8.8,91989.0,NSW,4,Commercial,4,3,34990.0
Hyundai,2013.0,I30,Hatchback,USED,Automatic,1.8,Front,Unleaded,6.9,107647.0,NSW,4,Hatchback,5,5,16880.0
Hyundai,2018.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,86144.0,NSW,4,Hatchback,4,5,21990.0
Volvo,2013.0,V60,Wagon,USED,Automatic,1.6,Front,Premium,7.8,120720.0,NSW,4,Wagon,4,5,16880.0
Mazda,2015.0,6,Sedan,USED,Automatic,2.5,Front,Unleaded,6.6,201306.0,NSW,4,Sedan,4,5,12999.0
Kia,2022.0,Stonic,SUV,USED,Automatic,1.4,Front,Unleaded,6.7,12412.0,NSW,4,SUV,4,5,24990.0
Lexus,2019.0,RX300,SUV,USED,Automatic,2.0,Front,Premium,8.1,41988.0,NSW,4,SUV,4,5,52888.0
Subaru,2015.0,XV,SUV,USED,Automatic,2.0,AWD,Unleaded,7.1,117106.0,NSW,4,SUV,4,5,21488.0
Toyota,2014.0,Estima,Nippon Motors,USED,Automatic,2.0,Other,Unleaded,7.4,123485.0,NSW,4,Commercial,4,5,32900.0
Volkswagen,2014.0,Tiguan,SUV,USED,Automatic,1.4,Front,Premium,7.3,85601.0,NSW,4,SUV,4,5,17999.0
Hyundai,2017.0,Accent,Hatchback,USED,Automatic,1.6,Front,Unleaded,6.6,153986.0,NSW,4,Hatchback,5,5,16995.0
Toyota,2015.0,Camry,Sedan,USED,Automatic,2.5,Front,Unleaded,7.8,70759.0,NSW,4,Sedan,4,5,24990.0
Toyota,2012.0,Landcruiser,SUV,USED,Automatic,3.0,4WD,Diesel,8.5,189152.0,NSW,4,SUV,4,7,39950.0
Mazda,2015.0,3,Sedan,USED,Automatic,2.0,Front,Unleaded,5.7,197191.0,NSW,4,Sedan,4,5,12999.0
Mitsubishi,2018.0,Pajero,SUV,USED,Automatic,2.4,4WD,Diesel,8.0,72640.0,NSW,4,SUV,4,5,41990.0
Nissan,2004.0,X-Trail,SUV,USED,Automatic,2.5,4WD,Unleaded,10.0,187550.0,NSW,4,SUV,4,5,10995.0
Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,8.8,226455.0,NSW,5,Ute / Tray,4,5,26000.0
Land,2016.0,Rover,SUV,USED,Automatic,2.0,AWD,Diesel,5.3,103473.0,NSW,4,SUV,4,5,39950.0
Suzuki,2019.0,Vitara,SUV,USED,Automatic,1.4,Front,Premium,5.9,75607.0,NSW,4,SUV,4,5,27990.0
Audi,2013.0,A3,Hatchback,USED,Automatic,1.4,Front,Premium,4.7,40260.0,NSW,4,Hatchback,5,5,22800.0
Toyota,2018.0,Corolla,Hatchback,USED,Automatic,1.8,Front,Hybrid,4.1,48825.0,NSW,4,Hatchback,5,5,27888.0
Mini,2018.0,Clubman,Wagon,USED,Manual,2.0,AWD,Premium,7.8,163591.0,NSW,4,Wagon,4,5,29990.0
Ford,2014.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,9.2,177060.0,NSW,5,Ute / Tray,4,5,27990.0
Mitsubishi,2018.0,Triton,Ute / Tray,USED,Manual,2.4,4WD,Diesel,7.2,91792.0,NSW,4,Ute / Tray,4,5,39990.0
Peugeot,2014.0,2008,SUV,USED,Automatic,1.6,Front,Premium,6.5,148600.0,NSW,4,SUV,4,5,14990.0
Holden,2019.0,Acadia,SUV,USED,Automatic,3.6,Rear,Unleaded,8.9,40898.0,NSW,6,SUV,4,7,32990.0
Subaru,2008.0,Forester,SUV,USED,Manual,2.5,AWD,Unleaded,9.3,220235.0,NSW,4,SUV,4,5,8995.0
Mazda,2014.0,2,Hatchback,USED,Automatic,1.5,Front,Unleaded,6.8,151436.0,NSW,4,Hatchback,5,5,12449.0
Mazda,2019.0,BT-50,Top Auto Group,USED,Automatic,2.0,Rear,Diesel,7.4,131375.0,NSW,4,Ute / Tray,4,5,28888.0
Holden,2009.0,Barina,Hatchback,USED,Automatic,1.6,Front,Unleaded,7.8,53202.0,NSW,4,Hatchback,3,5,9999.0
Subaru,2017.0,XV,SUV,USED,Automatic,2.0,AWD,Unleaded,7.0,73901.0,NSW,4,SUV,4,5,28990.0
Jeep,2013.0,Grand,SUV,USED,Automatic,3.0,AWD,Diesel,8.3,180000.0,NSW,6,SUV,4,5,18888.0
Mercedes-Benz,2011.0,C220,Sedan,USED,Automatic,2.1,Rear,Diesel,6.3,196245.0,NSW,4,Sedan,4,5,12999.0
Honda,2018.0,Civic,Hatchback,USED,Automatic,1.5,Front,Unleaded,6.1,73511.0,NSW,4,Hatchback,5,5,35950.0
Mercedes-Benz,2010.0,E250,Sedan,USED,Automatic,1.8,Rear,Premium,7.6,209809.0,NSW,4,Sedan,4,5,11999.0
Mercedes-Benz,2019.0,A200,Sedan,USED,Automatic,1.3,Front,Premium,5.7,53241.0,NSW,4,Sedan,4,5,45000.0
Honda,2017.0,CR-V,SUV,USED,Automatic,1.5,Front,Unleaded,7.0,89077.0,NSW,4,SUV,4,5,27990.0
Mercedes-Benz,2013.0,C250,Sedan,USED,Automatic,1.8,Rear,Premium,6.8,123517.0,NSW,4,Sedan,4,5,14999.0
Subaru,2019.0,Forester,SUV,USED,Automatic,2.5,AWD,Unleaded,7.4,145821.0,NSW,4,SUV,4,5,32990.0
Toyota,2013.0,Alphard,RV Motors,USED,Automatic,2.0,Other,Other,7.4,102000.0,NSW,4,Wagon,4,5,46990.0
Ford,2008.0,Focus,Sedan,USED,Automatic,2.0,Front,Unleaded,8.0,146862.0,NSW,4,Sedan,4,5,8990.0
Hyundai,2018.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,45512.0,NSW,4,Hatchback,4,5,22990.0
Ford,2019.0,Mustang,Hatchback,USED,Automatic,2.3,Rear,Unleaded,9.5,27951.0,NSW,4,Hatchback,2,4,59990.0
Suzuki,2018.0,Swift,Hatchback,USED,Automatic,1.2,Front,Unleaded,4.8,66964.0,NSW,4,Hatchback,5,5,18990.0
Hyundai,2018.0,Elantra,Sedan,USED,Automatic,2.0,Front,Unleaded,7.2,51966.0,NSW,4,Sedan,4,5,21990.0
Kia,2017.0,Sportage,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,172450.0,NSW,4,SUV,4,5,17995.0
